x	y	kxx	kxy	kyy
249.608	247.724	0.00620513	-0.00120948	0.00608645
362.72	269.855	0.00644713	-0.00135041	0.00658076
460.934	290.602	0.0070275	-0.0018441	0.0075001
545.254	309.581	0.00802346	-0.0024788	0.0089639
200.713	375.353	0.00632966	-0.00119545	0.00621377
311.809	386.32	0.0069539	-0.00150065	0.00676175
409.562	396.945	0.00751031	-0.00199046	0.00771838
494.623	406.679	0.00864692	-0.00267019	0.00895238
834.781	186.959	0.00768902	0.00140227	0.008559
925.764	171.028	0.00705274	0.00101923	0.00772895
1027.83	155.698	0.00688576	0.000974316	0.00714401
1140.51	142.08	0.00653012	0.000978757	0.00659023
869.506	285.051	0.00808956	0.00171037	0.008723
959.677	276.364	0.00736247	0.00135783	0.00812368
1060.05	268.514	0.00701937	0.00104704	0.00716101
1169.94	262.291	0.00673142	0.000954255	0.00705958
901.033	379.044	0.00832965	0.00177795	0.00902575
989.544	376.809	0.00802089	0.00163473	0.00846864
1087.06	375.553	0.00769167	0.00120141	0.00756036
1192.97	375.783	0.00730389	0.0010724	0.00731298
415.537	334.794	0.00495103	-0.000483289	0.00482048
589.385	322.881	0.00501263	-0.00016683	0.00452247
769.773	316.132	0.0051474	0.000123997	0.00451708
945.496	315.058	0.00535024	0.000488199	0.00481118
410.584	507.657	0.00466271	-0.000313313	0.0049971
591.301	498.86	0.00463348	-5.47719e-05	0.00471279
779.393	491.769	0.00479086	4.3544e-05	0.0046515
962.026	486.786	0.00493785	0.000244911	0.00516196
412.05	692.416	0.00448578	4.25239e-05	0.00488001
596.477	687.884	0.00466479	-5.34138e-06	0.0048015
788.463	680.588	0.00475098	-3.0431e-05	0.00478197
974.554	671.059	0.00474146	-2.13911e-05	0.00525696
230.545	326.868	0.00472039	0.000229601	0.00440075
402.796	335.547	0.00512757	0.000686059	0.00496721
553.297	346.882	0.00552847	0.00121901	0.00595558
680.252	359.221	0.00583116	0.00172005	0.00713791
247.238	513.845	0.0042103	0.000234039	0.00455838
429.907	507.975	0.00452653	0.000508728	0.0051072
586.643	504.375	0.00498275	0.000879283	0.00604746
716.398	502.453	0.00524352	0.0013574	0.00747316
279.066	723.898	0.00406653	0.00028253	0.00468143
467.011	699.046	0.00430357	0.000389389	0.00513021
625.769	676.352	0.00471189	0.000662911	0.00618495
755.322	656.879	0.00502062	0.00091572	0.00761881
900.313	559.303	0.0115428	-0.00118551	0.00632138
994.291	585.04	0.0106757	-0.000541044	0.00579517
1096.43	613.567	0.00977384	-0.000143121	0.00575164
1204.73	644.696	0.00886447	0.000102302	0.00594026
840.905	629.164	0.00984566	-0.00118691	0.00608574
937.935	660.673	0.00924596	-0.000779044	0.00581713
1044.78	695.276	0.00850884	-0.000435076	0.00576218
1159.7	732.706	0.00782202	-5.65832e-05	0.00568304
773.764	706.87	0.00894713	-0.0011191	0.00603783
872.663	745.546	0.00820803	-0.000809328	0.00560765
983.323	787.902	0.00756622	-0.000507761	0.00545151
1104.16	833.094	0.00701399	-0.000292423	0.00540463
215.182	392.31	0.00494978	-0.000226091	0.00588303
338.294	360.137	0.00522887	-0.000199143	0.00611427
451.555	333.594	0.00554549	-0.000162722	0.00686692
553.292	312.143	0.00560344	3.92811e-06	0.00764908
242.838	527.631	0.00515543	-0.000264802	0.00595438
361.022	489.287	0.00525999	-0.000217435	0.006502
470.049	455.728	0.00578653	-0.000322658	0.00713956
568.354	427.02	0.00589805	-0.000217138	0.00788439
274.284	654.815	0.0054366	-0.000313013	0.00617998
386.338	611.609	0.00562336	-0.000390179	0.00689325
490.08	572.408	0.00558079	-0.000488266	0.00748686
584.097	537.523	0.0060864	-0.000667419	0.0083112
847.386	91.74	0.00607665	0.000450991	0.00591144
954.802	176.648	0.00606422	0.000539469	0.00586881
1059.86	266.915	0.00635135	0.000515362	0.00603096
1158.86	359.247	0.0064607	0.000401115	0.00602413
778.622	188.072	0.00641545	0.000691741	0.00643482
879.119	268.892	0.00666177	0.000657324	0.00634602
978.169	353.524	0.00677343	0.000590417	0.00638981
1072.85	439.219	0.00702775	0.000483938	0.00629026
717.516	276.199	0.00693322	0.000883538	0.006934
811.101	352.745	0.0067373	0.000854575	0.0066752
904.139	431.837	0.00747801	0.000808586	0.00664212
994.02	511.127	0.00780786	0.000843443	0.00661144
763.645	421.58	0.00488845	-0.000852589	0.00839932
879.547	352.831	0.00480606	-0.000674285	0.00708913
1016.34	274.059	0.00493796	-0.000486366	0.00590246
1171.17	188.043	0.00490514	-3.12627e-05	0.00519925
789.854	570.241	0.00448962	-0.00031066	0.00787305
915.979	512.649	0.00454285	-0.000326723	0.00666112
1067.19	443.538	0.00450291	-0.000230928	0.00596239
1240.48	363.89	0.00441822	5.32566e-05	0.00536312
817.09	732.655	0.00449306	4.14507e-05	0.00759142
952.266	691.449	0.0045384	-0.000103992	0.0064665
1116.15	638.245	0.0043427	-0.000110685	0.00579068
1305.61	571.933	0.00402205	-2.93033e-05	0.00563036
